handle,domain,eligible_for_bounty
transunion,glm.transunion.com,False
transunion,global-mktg.transunion.com,False
transunion,globaldcdemo-uat.transunion.com,False
transunion,globaltech-stg.transunion.com,False
transunion,globaltech.transunion.com,False
transunion,go.transunion.com,False
transunion,goodworks.transunion.com,False
transunion,gtm.transunion.com,False
transunion,healthcare.transunion.com,False
transunion,help.transunion.com,False
transunion,helpcenter.transunion.com,False
transunion,hk-help.transunion.com,False
transunion,hk-pvw.transunion.com,False
transunion,hk1-sip.transunion.com,False
transunion,hk1-wc.transunion.com,False
transunion,hko3w9ap01-extweb.transunion.com,False
transunion,hko3w9ap02-extweb.transunion.com,False
transunion,hko3w9ap03-extweb.transunion.com,False
transunion,hrcp-nebo.transunion.com,False
transunion,hrcp.transunion.com,False
transunion,hsp1.transunion.com,False
transunion,hybridmail.transunion.com,False
transunion,hybridsmtp.transunion.com,False
transunion,iamadmin.transunion.com,False
transunion,ias-tu-int.tui.transunion.com,False
transunion,ias.tui.transunion.com,False
transunion,icdservices-uat.transunion.com,False
transunion,identity-uat.transunion.com,False
transunion,identity.transunion.com,False
transunion,idmanager-sts.transunion.com,False
transunion,idmanager-uat.transunion.com,False
transunion,idmanager.transunion.com,False
transunion,idmart.transunion.com,False
transunion,idp.transunion.com,False
transunion,iimadmin.transunion.com,False
transunion,images.dgt.transunion.com,False
transunion,imvrs-uat.transunion.com,False
transunion,imvrs.transunion.com,False
transunion,inc.transunion.com,False
transunion,information.transunion.com,False
transunion,insummit.transunion.com,False
transunion,integrated.test.transunion.com,False
transunion,investors.transunion.com,False
transunion,isaav.transunion.com,False
transunion,itrs-fch-test.transunion.com,False
transunion,itrs-fch.transunion.com,False
transunion,jcc.transunion.com,False
transunion,jobs.transunion.com,False
transunion,join.transunion.com,False
transunion,jss.transunion.com,False
transunion,km-ssltest.transunion.com,False
transunion,kyriba.transunion.com,False
transunion,learncore.transunion.com,False
transunion,legalrequest.transunion.com,False
transunion,lendprotect-intuat.transunion.com,False
transunion,lendprotect-uat.transunion.com,False
transunion,lendprotect.transunion.com,False
transunion,lendprotectuk.transunion.com,False
transunion,links.em-tuci.transunion.com,False
transunion,listserv.transunion.com,False
transunion,lon01vpn.transunion.com,False
transunion,lon01vpn2.transunion.com,False
transunion,lon02vpn.transunion.com,False
transunion,lon02vpn2.transunion.com,False
transunion,lonvpn-lb.transunion.com,False
transunion,lpdashboard-uat.transunion.com,False
transunion,lpdashboard.transunion.com,False
transunion,lyncdiscover.transunion.com,False
transunion,mail.transunion.com,False
transunion,marketing.transunion.com,False
transunion,mduatext.corp.transunion.com,False
transunion,media-stage.transunion.com,False
transunion,media.transunion.com,False
transunion,mee.transunion.com,False
transunion,member.trueidentity.transunion.com,False
transunion,membership.transunion.com,False
transunion,membership.tui.transunion.com,False
transunion,mgmtvpn.transunion.com,False
transunion,mi.transunion.com,False
transunion,mremedy-uat.transunion.com,False
transunion,mrs1.transunion.com,False
transunion,mrs2.transunion.com,False
transunion,mrs3.transunion.com,False
transunion,mrs4.transunion.com,False
transunion,mum01oobvpn.transunion.com,False
transunion,mx-pvw.transunion.com,False
transunion,my.transunion.com,False
transunion,my3-uat.transunion.com,False
transunion,my3.transunion.com,False
transunion,my3decision-uat.transunion.com,False
transunion,my3decision.transunion.com,False
transunion,myfilegateway.transunion.com,False
transunion,nacam-test.transunion.com,False
transunion,nacam.transunion.com,False
transunion,nasam.transunion.com,False
transunion,netaccess-test.transunion.com,False
transunion,netaccess-tuci.transunion.com,False
transunion,netaccess.transunion.com,False
transunion,netaccessolb-test.transunion.com,False
transunion,netaccessolb.transunion.com,False
transunion,newsroom.transunion.com,False
transunion,niku.transunion.com,False
transunion,nlkvpn.transunion.com,False
transunion,nlkvpn2.transunion.com,False
transunion,noname-test.transunion.com,False
transunion,odicert.transunion.com,False
transunion,odsfiles-uat.transunion.com,False
transunion,odsfiles.transunion.com,False
transunion,onlinedispute.transunion.com,False
transunion,onlinedisputeform.transunion.com,False
transunion,optimizely.transunion.com,False
transunion,partner.transunion.com,False
transunion,party.transunion.com,False
transunion,pfs.transunion.com,False
transunion,pfsdemo.transunion.com,False
transunion,ph-pvw.transunion.com,False
transunion,phlvpn.transunion.com,False
transunion,ping-uat.transunion.com,False
transunion,ping.transunion.com,False
transunion,pingcrt-uat.transunion.com,False
transunion,pingcrt.transunion.com,False
transunion,pingvpn.transunion.com,False
transunion,pmsummit.transunion.com,False
transunion,portal1.transunion.com,False
transunion,portal2.transunion.com,False
transunion,prama.transunion.com,False
transunion,preemployment-api-uat.transunion.com,False
transunion,preemployment-marketing-pvw.transunion.com,False
transunion,preemployment-secure-uat.transunion.com,False
transunion,preemployment-uat.transunion.com,False
transunion,preemployment-uat2.transunion.com,False
transunion,preemployment-uat3.transunion.com,False
transunion,qex-ctf.transunion.com,False
transunion,qex.transunion.com,False
transunion,qexadmin-ctf.transunion.com,False
transunion,qexadmin.transunion.com,False
transunion,qexrc-ctf.transunion.com,False
transunion,qte-test.transunion.com,False
transunion,qte.transunion.com,False
transunion,quickcheck-stg.transunion.com,False
transunion,quickcheck-uat.transunion.com,False
transunion,quickcheck.transunion.com,False
transunion,quickcheck2.transunion.com,False
transunion,rc.transunion.com,False
transunion,remedy-qa.transunion.com,False
transunion,remedy.transunion.com,False
transunion,rentalscreening.transunion.com,False
transunion,reportingcust1a.transunion.com,False
transunion,resetmypassword.transunion.com,False
transunion,residentapply-ext.transunion.com,False
transunion,residentid-ext.transunion.com,False
transunion,residentid-uat.transunion.com,False
transunion,residentid.transunion.com,False
transunion,residentscreening-ext.transunion.com,False
transunion,residentscreening.transunion.com,False
transunion,residentverify-ext.transunion.com,False
transunion,residentverify.transunion.com,False
transunion,residentvision.transunion.com,False
transunion,restofafrica-pvw.transunion.com,False
transunion,revenueprotection.transunion.com,False
transunion,revscan.transunion.com,False
transunion,salesforce.transunion.com,False
transunion,savo.transunion.com,False
transunion,securemail.transunion.com,False
transunion,securityawareness.transunion.com,False
transunion,selfserviceestimate-uat.transunion.com,False
transunion,selfserviceestimate.transunion.com,False
transunion,sendlogs-data.transunion.com,False
transunion,servicenow-uat.transunion.com,False
transunion,servicenow.transunion.com,False
transunion,shareable-admin-ext.transunion.com,False
transunion,sip.transunion.com,False
transunion,sm-pvw.transunion.com,False
transunion,smadmin-uat1.transunion.com,False
transunion,smadmin-uat2.transunion.com,False
transunion,smgw-uat1.transunion.com,False
transunion,smgw-uat2.transunion.com,False
transunion,smweb-uat1.transunion.com,False
transunion,smweb-uat2.transunion.com,False
transunion,solutions.transunion.com,False
transunion,sp1-sip.transunion.com,False
transunion,sp1-wc.transunion.com,False
transunion,splunk-soar.transunion.com,False
transunion,spo3w9ap01-extweb.transunion.com,False
transunion,spo3w9ap02-extweb.transunion.com,False
transunion,spo3w9ap03-extweb.transunion.com,False
transunion,stageaemapi.transunion.com,False
transunion,stagechile.transunion.com,False
transunion,stagedirect.transunion.com,False
transunion,stageglobaltech.transunion.com,False
transunion,stageimvrs.transunion.com,False
transunion,stagetechservices.transunion.com,False
transunion,stingray-uat.transunion.com,False
transunion,stingray.transunion.com,False
transunion,tableau-prama.transunion.com,False
transunion,techservices.transunion.com,False
transunion,test-prama.transunion.com,False
transunion,thehub.transunion.com,False
transunion,thesource.transunion.com,False
transunion,tlo-pvw.transunion.com,False
transunion,tlsvalidation.transunion.com,False
transunion,transfer-dev.transunion.com,False
transunion,transunioncentralamerica-pvw.transunion.com,False
transunion,transunionoffers-pvw.transunion.com,False
transunion,truaudience.transunion.com,False
transunion,truecredit.transunion.com,False
transunion,trueidentity-pvw.transunion.com,False
transunion,truiq.transunion.com,False
transunion,truvalidate-console-prod.gcp.gfs.transunion.com,False
transunion,truvalidate-orchestration-prod.gcp.gfs.transunion.com,False
transunion,truvalidate.transunion.com,False
transunion,truview.transunion.com,False
transunion,tu-api-np.transunion.com,False
transunion,tu-api.transunion.com,False
transunion,tu-ipaas-np.transunion.com,False
transunion,tu-ipaas.transunion.com,False
transunion,tu-pvw.transunion.com,False
transunion,tu-pvw2.transunion.com,False
transunion,tu-rwanda.transunion.com,False
transunion,tu-zambia.transunion.com,False
transunion,tubr-pvw.transunion.com,False
transunion,tubr-pvw2.transunion.com,False
transunion,tuca-pvw2.transunion.com,False
transunion,tucache-prd.transunion.com,False
transunion,tucibil-pvw.transunion.com,False
transunion,tucl-pvw.transunion.com,False
transunion,tucl-pvw2.transunion.com,False
transunion,tudo-pvw2.transunion.com,False
transunion,tuexperience.transunion.com,False
transunion,tuhcm.transunion.com,False
transunion,tui.transunion.com,False
transunion,tuidm.transunion.com,False
transunion,tuin-pvw.transunion.com,False
transunion,tuin-pvw2.transunion.com,False
transunion,tuls.gslb.transunion.com,False
transunion,tuls.transunion.com,False
transunion,tuph-pvw.transunion.com,False
transunion,tuph-pvw2.transunion.com,False
transunion,turssservices-uat.transunion.com,False
transunion,turssservices.transunion.com,False
transunion,tusm.transunion.com,False
transunion,tusso.transunion.com,False
transunion,tustore.transunion.com,False
transunion,tutest.transunion.com,False
transunion,tuza-pvw2.transunion.com,False
transunion,ui.transunion.com,False
transunion,uk-pvw.transunion.com,False
transunion,update.transunion.com,False
transunion,us1-sip.transunion.com,False
transunion,us1-wc.transunion.com,False
transunion,us1fepool01-extweb.transunion.com,False
transunion,us1fepool02-extweb.transunion.com,False
transunion,us1owapool01-extweb.transunion.com,False
transunion,us2-sip.transunion.com,False
transunion,us2-wc.transunion.com,False
transunion,us2fepool01-extweb.transunion.com,False
transunion,us2owapool01-extweb.transunion.com,False
transunion,vchncibdesktop.transunion.com,False
transunion,vchndesktop.transunion.com,False
transunion,vcportal.transunion.com,False
transunion,vdesktop.transunion.com,False
transunion,vdesktophk.transunion.com,False
transunion,veracode.transunion.com,False
transunion,videoassessments.transunion.com,False
transunion,view3-readonly.transunion.com,False
transunion,view3-uat.transunion.com,False
transunion,view3.transunion.com,False
transunion,viewdecision-uat.transunion.com,False
transunion,viewdecision.transunion.com,False
transunion,vmanage-emea.transunion.com,False
transunion,vpn-tokens.transunion.com,False
transunion,vpn.transunion.com,False
transunion,vpnash-neustar.transunion.com,False
transunion,vpnchi-neustar.transunion.com,False
transunion,vpnenroll.transunion.com,False
transunion,web-guides.transunion.com,False
transunion,wh.em-tuci.transunion.com,False
transunion,workcenter.transunion.com,False
transunion,workday-sbx.transunion.com,False
transunion,workday-tu1.transunion.com,False
transunion,workday.transunion.com,False
transunion,za-pvw.transunion.com,False
transunion,appservices-uat.transunion.ca,False
transunion,appservices.gov.transunion.ca,False
transunion,appservices.transunion.ca,False
transunion,cmspvw.transunion.ca,False
transunion,cmsstage.transunion.ca,False
transunion,consumersolutions-uat.transunion.ca,False
transunion,consumersolutions.transunion.ca,False
transunion,creditprofile.transunion.ca,False
transunion,creditvision.transunion.ca,False
transunion,decisioncentre-uat.transunion.ca,False
transunion,decisioncentre-uat2.transunion.ca,False
transunion,decisioncentre.transunion.ca,False
transunion,direct-uat.businesssolutions.transunion.ca,False
transunion,direct-uat.transunion.ca,False
transunion,direct-uat2.businesssolutions.transunion.ca,False
transunion,direct.businesssolutions.transunion.ca,False
transunion,direct.gov.transunion.ca,False
transunion,direct.transunion.ca,False
transunion,en.direct.gs.transunion.ca,False
transunion,en.manualupdates.transunion.ca,False
transunion,fr.direct.gs.transunion.ca,False
transunion,fr.manualupdates.transunion.ca,False
transunion,globalcreditconnect-uat.transunion.ca,False
transunion,horizon-uat.ha.transunion.ca,False
transunion,horizon.ha.transunion.ca,False
transunion,idxcrf-uat.transunion.ca,False
transunion,idxcrf.transunion.ca,False
transunion,ivrservices-uat.transunion.ca,False
transunion,members.transunion.ca,False
transunion,newsroom.transunion.ca,False
transunion,ocs-qc.transunion.ca,False
transunion,ocs.transunion.ca,False
transunion,portal-uat.transunion.ca,False
transunion,portal.transunion.ca,False
transunion,secure-ocs.transunion.ca,False
transunion,securekey-poc1.transunion.ca,False
transunion,securekey-uat.transunion.ca,False
transunion,securetransfer-uat.transunion.ca,False
transunion,securetransfer.transunion.ca,False
transunion,securewebtransfer-uat.transunion.ca,False
transunion,securewebtransfer.transunion.ca,False
transunion,solutions.transunion.ca,False
transunion,tu4rscores-uat.transunion.ca,False
transunion,tu4rscores.transunion.ca,False
transunion,tuciinquiry-uat.transunion.ca,False
transunion,tuciinquiry.transunion.ca,False
transunion,tuneuat.tuintl.transunion.ca,False
transunion,vpn.transunion.ca,False
transunion,vpn2.transunion.ca,False
transunion,vpn3.transunion.ca,False
transunion,webupdates-uat.transunion.ca,False
transunion,webupdates.transunion.ca,False
transunion,access01.transunion.co.uk,False
transunion,affordability.transunion.co.uk,False
transunion,boi.lv.dstr.transunion.co.uk,False
transunion,boi.ts.dstr.transunion.co.uk,False
transunion,categorisation.transunion.co.uk,False
transunion,ciamfed.transunion.co.uk,False
transunion,clientadmin.ct.transunion.co.uk,False
transunion,clientadmin.pp.transunion.co.uk,False
transunion,clientadmin.transunion.co.uk,False
transunion,cmsstage.transunion.co.uk,False
transunion,connect.ct.openbanking.transunion.co.uk,False
transunion,connect.openbanking.transunion.co.uk,False
transunion,connect.qa.openbanking.transunion.co.uk,False
transunion,core-data.transunion.co.uk,False
transunion,cosmos.transunion.co.uk,False
transunion,ct.affordability.transunion.co.uk,False
transunion,ct.categorisation.transunion.co.uk,False
transunion,ct.ciamfed.transunion.co.uk,False
transunion,ct.core-data.transunion.co.uk,False
transunion,ct.cosmos.transunion.co.uk,False
transunion,ct.decisionedge.transunion.co.uk,False
transunion,ct.hmrc.transunion.co.uk,False
transunion,ct.nhs.transunion.co.uk,False
transunion,ct.openbanking.transunion.co.uk,False
transunion,cybg.ct.decisionedge.transunion.co.uk,False
transunion,cybg.decisionedge.transunion.co.uk,False
transunion,decisionedge.transunion.co.uk,False
transunion,dr.affordability.transunion.co.uk,False
transunion,dv.consumer.transunion.co.uk,False
transunion,hmrc.transunion.co.uk,False
transunion,lyncdiscover.transunion.co.uk,False
transunion,meet.transunion.co.uk,False
transunion,newsroom.transunion.co.uk,False
transunion,nhs.transunion.co.uk,False
transunion,openbanking.transunion.co.uk,False
transunion,pp.cosmos.transunion.co.uk,False
transunion,pp.hmrc.transunion.co.uk,False
transunion,pp.nhs.transunion.co.uk,False
transunion,qa.affordability.transunion.co.uk,False
transunion,qa.categorisation.transunion.co.uk,False
transunion,qa.ciamfed.transunion.co.uk,False
transunion,qa.core-data.transunion.co.uk,False
transunion,qa.decisionedge.transunion.co.uk,False
transunion,qa.openbanking.transunion.co.uk,False
transunion,sftp-portal.transunion.co.uk,False
transunion,sip.transunion.co.uk,False
transunion,solutions.transunion.co.uk,False
transunion,ts.sftp-portal.transunion.co.uk,False
transunion,atlasccr.cibil.com,False
transunion,atlascspt.cibil.com,False
transunion,atlasws.cibil.com,False
transunion,ccrportal.cibil.com,False
transunion,ccrws.cibil.com,False
transunion,cibilrank.cibil.com,False
transunion,cibilrankccr.cibil.com,False
transunion,cibilvpnfw01.cibil.com,False
transunion,claimscheck.cibil.com,False
transunion,cmsdev.cibil.com,False
transunion,cmspvw.cibil.com,False
transunion,cmsstage.cibil.com,False
transunion,commercial.cibil.com,False
transunion,commercialapi.cibil.com,False
transunion,consumer.cibil.com,False
transunion,consumerdataconversion.cibil.com,False
transunion,crm.cibil.com,False
transunion,dc.cibil.com,False
transunion,dnbftp.cibil.com,False
transunion,hdfcgateway.cibil.com,False
transunion,homecreditgateway.cibil.com,False
transunion,indusindgateway.cibil.com,False
transunion,kycupload.cibil.com,False
transunion,mfi.cibil.com,False
transunion,mfimuat.cibil.com,False
transunion,mfiuat.cibil.com,False
transunion,mumvpn.cibil.com,False
transunion,myscore.cibil.com,False
transunion,sandbox.cibil.com,False
transunion,sbicardgateway.cibil.com,False
transunion,sftp.cibil.com,False
transunion,ssp.cibil.com,False
transunion,suit.cibil.com,False
transunion,tuftp.cibil.com,False
transunion,tussplvdi.cibil.com,False
transunion,vdi.cibil.com,False
transunion,yesbankgateway.cibil.com,False
transunion,apacvpn.transunion.hk,False
transunion,autodiscover.transunion.hk,False
transunion,c3app.transunion.hk,False
transunion,cmsstage.transunion.hk,False
transunion,creditreportuat.transunion.hk,False
transunion,creditview.transunion.hk,False
transunion,creditviewuat.transunion.hk,False
transunion,dataconnect-mem.transunion.hk,False
transunion,dataconnect.transunion.hk,False
transunion,datagateway.transunion.hk,False
transunion,datagatewayuat.transunion.hk,False
transunion,dcuat.transunion.hk,False
transunion,decisionedge.transunion.hk,False
transunion,deweb.transunion.hk,False
transunion,ftpsecure.transunion.hk,False
transunion,hkdc2vpn.transunion.hk,False
transunion,hkvpn-lb.transunion.hk,False
transunion,hkvpn.transunion.hk,False
transunion,icrs-fa.transunion.hk,False
transunion,icrs-uat.transunion.hk,False
transunion,icrs.transunion.hk,False
transunion,icrsfa-uat.transunion.hk,False
transunion,mail.transunion.hk,False
transunion,master.fl.transunion.hk,False
transunion,miid.transunion.hk,False
transunion,miiduat.transunion.hk,False
transunion,newsroom.transunion.hk,False
transunion,partner.transunion.hk,False
transunion,partneruat.transunion.hk,False
transunion,securemail.transunion.hk,False
transunion,site1.fl.transunion.hk,False
transunion,tuocrsuat1.transunion.hk,False
transunion,tuocrsuat2.transunion.hk,False
transunion,uat-ftpsecure.transunion.hk,False
transunion,webmail.transunion.hk,False
transunion,wwwuat.transunion.hk,False
transunion,africamail.transunion.co.za,False
transunion,api.transunion.co.za,False
transunion,at.transunion.co.za,False
transunion,atlasws-sa.transunion.co.za,False
transunion,autoinsight.transunion.co.za,False
transunion,autotest.transunion.co.za,False
transunion,businessupdate.transunion.co.za,False
transunion,calltrackeruat.transunion.co.za,False
transunion,cmsstage.transunion.co.za,False
transunion,creditview.transunion.co.za,False
transunion,ct.transunion.co.za,False
transunion,customerportal.transunion.co.za,False
transunion,de.transunion.co.za,False
transunion,deservices-uat.transunion.co.za,False
transunion,deservices.transunion.co.za,False
transunion,dms.transunion.co.za,False
transunion,dmsuat.transunion.co.za,False
transunion,filetransfer.transunion.co.za,False
transunion,my.transunion.co.za,False
transunion,newsletter.transunion.co.za,False
transunion,newsroom.transunion.co.za,False
transunion,secure.transunion.co.za,False
transunion,securetest.transunion.co.za,False
transunion,services.transunion.co.za,False
transunion,sftp.transunion.co.za,False
transunion,svmidweb01.transunion.co.za,False
transunion,svmidweb02.transunion.co.za,False
transunion,testapi.transunion.co.za,False
transunion,tuaba.transunion.co.za,False
transunion,tuairwatch.transunion.co.za,False
transunion,tuinf.transunion.co.za,False
transunion,tuvpn.transunion.co.za,False
transunion,tuvpn2.transunion.co.za,False
transunion,verifications.transunion.co.za,False
transunion,wug.transunion.co.za,False
transunion,api.transunioncibil.com,False
transunion,api2.transunioncibil.com,False
transunion,apimarketplace.transunioncibil.com,False
transunion,cmsdev.transunioncibil.com,False
transunion,cmspvw.transunioncibil.com,False
transunion,cmsstage.transunioncibil.com,False
transunion,devapimarketplace.transunioncibil.com,False
transunion,newsroom.transunioncibil.com,False
transunion,pvwapimarketplace.transunioncibil.com,False
transunion,stageapimarketplace.transunioncibil.com,False
transunion,ca.npac.com,False
transunion,neuvpn.npac.com,False
transunion,neuvpn2.npac.com,False
transunion,sow.npac.com,False
transunion,tut.npac.com,False
transunion,vpn.npac.com,False
transunion,vpn2.npac.com,False
transunion,apps.transunion.ph,False
transunion,cmsstage.transunion.ph,False
transunion,newsroom.transunion.ph,False
transunion,uatapps.transunion.ph,False
transunion,cmsdev.transunion.do,False
transunion,cmspvw.transunion.do,False
transunion,cmsstage.transunion.do,False
transunion,cmsdev.transunion.mx,False
transunion,cmsstage.transunion.mx,False
transunion,cmsstage.transunioncentralamerica.com,False
transunion,newsroom.transunioncentralamerica.com,False
ionity_gmbh,*.ionity.cloud,False
ionity_gmbh,support.ionity.eu,False
ionity_gmbh,wings.ionity.eu,False
ionity_gmbh,payment.ionity.eu,False
ionity_gmbh,*.ionity.cloud,False
ionity_gmbh,payment.ionity.eu,False
ionity_gmbh,support.ionity.eu,False
ionity_gmbh,wings.ionity.eu,False
ionity_gmbh,https://ionity.eu/en/ionity/career,False
lowes,lowes.com,False
lowes,lowes.com,False
lowes,https://uat.lpsdxp.com/,False
lowes,https://talent.lowes.com/,False
lowes,https://www.lowes.co.in/,False
lowes,https://corporate.lowes.com/,False
banco_bmg,*.bmgconsig.com.br,False
banco_bmg,*.help.com.br,False
banco_bmg,*.bancobmg.com.br,False
banco_bmg,*.bancobmg.com.br,False
banco_bmg,*.bmgconsig.com.br,False
banco_bmg,*.help.com.br,False
rei_vdp,login.rei.com,False
rei_vdp,engineering.rei.com,False
rei_vdp,rei.com,False
rei_vdp,rei.com,False
rei_vdp,http://rei.com/adventures,False
rei_vdp,http://rei.com/events,False
rei_vdp,engineering.rei.com,False
rei_vdp,login.rei.com,False
rei_vdp,http://www.rei.com/learn/expert-advice,False
rei_vdp,http://collaboration.rei.com,False
dyson,api.dyson.se,True
dyson,api.dysoncanada.ca,True
dyson,api.dyson.dk,True
dyson,api.dyson.it,True
dyson,api.dyson.es,True
dyson,api.dyson.pt,True
dyson,api.dyson.no,True
dyson,api.dyson.ch,True
dyson,api.dyson.fr,True
dyson,api.dyson.ie,True
dyson,api.fi.dyson.com,True
dyson,shop.dyson.co.za,True
dyson,*.cp.dyson.com,True
dyson,shop.dyson.ru,True
dyson,api.dyson.be,True
dyson,www.fi.dyson.com,True
dyson,www.dyson.com.ua,True
dyson,*.dyson.com,True
dyson,www.dyson.co.uk,True
dyson,www.dyson.com,True
dyson,www.dysoncanada.ca,True
dyson,www.dyson.it,True
dyson,www.dyson.ie,True
dyson,www.dyson.ch,True
dyson,www.dyson.se,True
dyson,www.dyson.nl,True
dyson,www.dyson.at,True
dyson,www.dyson.be,True
dyson,www.dyson.pt,True
dyson,www.dyson.de,True
dyson,www.dyson.fr,True
dyson,www.dyson.no,True
dyson,www.dyson.dk,True
dyson,www.dyson.es,True
dyson,www.fi.dyson.com,True
dyson,api.dyson.se,True
dyson,api.dysoncanada.ca,True
dyson,api.dyson.dk,True
dyson,api.dyson.it,True
dyson,api.dyson.es,True
dyson,api.dyson.co.uk,True
dyson,api.dyson.at,True
dyson,api.dyson.nl,True
dyson,api.dyson.be,True
dyson,api.dyson.pt,True
dyson,api.dyson.no,True
dyson,api.dyson.de,True
dyson,api.dyson.ch,True
dyson,api.dyson.fr,True
dyson,api.dyson.ie,True
dyson,api.dyson.com,True
dyson,api.fi.dyson.com,True
dyson,www.dyson.pl,True
dyson,www.dyson.in,True
dyson,www.dyson.com.mx,True
dyson,www.dyson.com.sg,True
dyson,www.dyson.co.kr,True
dyson,www.dyson.co.nz,True
dyson,www.dyson.com.tr,True
dyson,www.dyson.ae,True
dyson,www.dyson.co.il,True
dyson,www.dyson.com.au,True
dyson,www.dyson.hk,True
dyson,www.dyson.co.th,True
dyson,www.dyson.my,True
dyson,shop.dyson.co.za,True
dyson,www.sa.dyson.com,True
dyson,www.dyson.cz,True
dyson,www.dyson.hu,True
dyson,www.dyson.co.jp,True
dyson,www.dyson.com.ro,True
dyson,www.dyson.vn,True
dyson,*.cp.dyson.com,True
dyson,www.dyson.cn,True
dyson,shop.dyson.ru,True
dyson,www.dyson.com.ua,True
dyson,shop.dyson.tw,True
dyson,www.dyson.tw,True
dyson,www.gr.dyson.com,True
dyson,www.dyson.com.ee,True
dyson,*.dyson.com,True
truecaller,ads-audience-uploader.truecaller.com,True
truecaller,ads-config-engine-noneu.truecaller.com,True
truecaller,ads-partner-noneu.truecaller.com,True
truecaller,ads-rules-asia-south1.truecaller.com,True
truecaller,ads-rules-noneu.truecaller.com,True
truecaller,ads5-asia-south1.truecaller.com,True
truecaller,apigw-noneu.truecaller.com,True
truecaller,assure-noneu.truecaller.com,True
truecaller,audience-uploader-asia-south1.truecaller.com,True
truecaller,audience-uploader-noneu.truecaller.com,True
truecaller,audience-uploader.truecaller.com,True
truecaller,auth4-asia-south1.truecaller.com,True
truecaller,auth4-noneu.truecaller.com,True
truecaller,backup.truecaller.com,True
truecaller,batchlogging4.truecaller.com,True
truecaller,callkit-asia-south1.truecaller.com,True
truecaller,comments-asia-south1.truecaller.com,True
truecaller,company-profile-asia-south1.truecaller.com,True
truecaller,company-profile-noneu.truecaller.com,True
truecaller,contact-lists-noneu.truecaller.com,True
truecaller,contact-request-stateless-noneu.truecaller.com,True
truecaller,contact-upload4-asia-south1.truecaller.com,True
truecaller,contact-upload4.truecaller.com,True
truecaller,device-safety-asia-south1.truecaller.com,True
truecaller,duo-eu.truecaller.com,True
truecaller,duo-invite-eu.truecaller.com,True
truecaller,duo-invite-noneu.truecaller.com,True
truecaller,duo-invite.truecaller.com,True
truecaller,duo-noneu.truecaller.com,True
truecaller,duo.truecaller.com,True
truecaller,edge-locations5.truecaller.com,True
truecaller,email-verification-noneu.truecaller.com,True
truecaller,enterprise-account-management-noneu.truecaller.com,True
truecaller,enterprise-accounts-noneu.truecaller.com,True
truecaller,enterprise-auth-noneu.truecaller.com,True
truecaller,enterprise-bizengage-noneu.truecaller.com,True
truecaller,enterprise-biznumbers-noneu.truecaller.com,True
truecaller,enterprise-feedback-noneu.truecaller.com,True
truecaller,enterprise-portal-noneu.truecaller.com,True
truecaller,enterprise-reports-noneu.truecaller.com,True
truecaller,enterprise-service-management-noneu.truecaller.com,True
truecaller,enterprise-survey-asia-south1.truecaller.com,True
truecaller,enterprise-survey-noneu.truecaller.com,True
truecaller,enterprise-userfeedback-noneu.truecaller.com,True
truecaller,enterprise-webhooks-noneu.truecaller.com,True
truecaller,feedback-asia-south1.truecaller.com,True
truecaller,filter-store4-asia-south1.truecaller.com,True
truecaller,filter-store4.truecaller.com,True
truecaller,images.truecaller.com,True
truecaller,insights-categorizer-noneu.truecaller.com,True
truecaller,business.truecaller.com,True
truecaller,account-noneu.truecaller.com,True
truecaller,account-onboarding-noneu.truecaller.com,True
truecaller,ads-audience-ingestion-noneu.truecaller.com,True
truecaller,ads-audience-uploader.truecaller.com,True
truecaller,ads-config-engine-noneu.truecaller.com,True
truecaller,ads-partner-noneu.truecaller.com,True
truecaller,ads-rules-asia-south1.truecaller.com,True
truecaller,ads-rules-noneu.truecaller.com,True
truecaller,ads5-asia-south1.truecaller.com,True
truecaller,api4-asia-south1.truecaller.com,True
truecaller,apigw-noneu.truecaller.com,True
truecaller,assure-noneu.truecaller.com,True
truecaller,audience-uploader-asia-south1.truecaller.com,True
truecaller,audience-uploader-noneu.truecaller.com,True
truecaller,audience-uploader.truecaller.com,True
truecaller,auth4-asia-south1.truecaller.com,True
truecaller,auth4-noneu.truecaller.com,True
truecaller,backup.truecaller.com,True
truecaller,batchlogging4.truecaller.com,True
truecaller,callkit-asia-south1.truecaller.com,True
truecaller,comments-asia-south1.truecaller.com,True
truecaller,comments-noneu.truecaller.com,True
truecaller,company-profile-asia-south1.truecaller.com,True
truecaller,company-profile-noneu.truecaller.com,True
truecaller,contact-lists-noneu.truecaller.com,True
truecaller,contact-request-stateless-noneu.truecaller.com,True
truecaller,contact-upload4-asia-south1.truecaller.com,True
truecaller,contact-upload4.truecaller.com,True
truecaller,device-safety-asia-south1.truecaller.com,True
truecaller,duo-eu.truecaller.com,True
truecaller,duo-invite-eu.truecaller.com,True
truecaller,duo-invite-noneu.truecaller.com,True
truecaller,duo-invite.truecaller.com,True
truecaller,duo-noneu.truecaller.com,True
truecaller,duo.truecaller.com,True
truecaller,edge-locations5.truecaller.com,True
truecaller,email-verification-noneu.truecaller.com,True
truecaller,enterprise-account-management-noneu.truecaller.com,True
truecaller,enterprise-accounts-noneu.truecaller.com,True
truecaller,enterprise-auth-noneu.truecaller.com,True
truecaller,enterprise-bizengage-noneu.truecaller.com,True
truecaller,enterprise-biznumbers-noneu.truecaller.com,True
